id,webpage,fingerprint
3937,hmv.co.jp,86:4A:69:C1:E7:D5:CC:89:9D:A9:28:31:3D:B5:A9:91:DA:06:86:6C:5E:E2:38:68:97:C4:01:70:D5:E3:A1:10
3941,rpp.pe,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
3951,lifo.gr,74:60:15:CA:DE:D3:9B:20:0D:B8:69:FC:81:BA:07:50:96:F9:CB:49:BF:DB:82:0A:EF:F2:41:94:F7:CD:20:B8
3966,aufeminin.com,E2:55:A0:FA:5B:E4:11:42:D0:DD:BB:6A:18:1A:50:3C:BC:F6:90:A8:A1:C3:27:5D:BC:CA:B2:F8:42:58:E2:0F
3978,banorte.com,22:D2:CC:41:B1:A5:D7:8B:D5:35:7C:38:5C:27:2E:13:81:16:87:E7:13:AE:AA:BB:89:AE:A9:DE:92:19:E7:4E
4033,oanda.com,6D:9C:8F:F9:21:D4:04:E2:2F:C9:72:F6:24:61:59:14:E8:F1:19:9A:27:BF:5F:85:F7:D3:44:DA:E8:8E:B2:9E
4049,vidtomp3.com,A7:46:5A:FF:D5:91:2D:8F:3F:1D:A2:89:47:20:E3:21:52:76:AC:ED:70:F0:A7:B7:B7:66:C0:AE:2E:26:73:C0
4055,pekao24.pl,3C:6C:76:24:35:40:1E:62:A6:E3:BD:E2:A5:57:1F:57:5F:29:3F:8C:75:95:19:95:4A:8C:D1:CC:BA:4F:73:70
4064,underarmour.com,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
4089,loft.com,E4:C9:C0:E9:51:4E:20:FA:23:5F:BE:37:55:4D:BB:60:22:3F:6C:E7:A8:65:75:69:AC:D4:18:43:63:95:15:E2
4121,qld.gov.au,FD:7F:85:6D:9F:56:E6:05:68:4E:9B:1A:65:7D:BD:03:B4:93:35:4A:C5:A6:27:9B:16:A3:66:9C:61:4F:13:24
4128,ntv.co.jp,71:AE:8C:E7:EE:62:F0:58:3B:1E:75:71:E8:4F:33:EF:2A:F9:99:C5:5C:89:C6:65:39:08:CC:B7:59:7D:6A:9E
4139,comicbookresources.com,77:FF:34:E4:35:C3:C8:CA:63:C9:70:DB:0E:94:49:34:4D:7D:E3:86:4B:77:41:E4:CD:CD:6B:FF:D6:B4:EB:A9
4152,smbc-comics.com,0E:E6:C5:A1:6C:27:5B:88:45:31:3F:43:F3:43:C9:C9:43:4E:61:36:E5:56:54:67:00:C9:0D:1E:D6:76:68:A3
4191,virginia.edu,89:2C:E0:76:97:62:1B:5A:21:CA:97:3F:30:3A:96:1F:5A:4E:31:99:AA:77:41:D9:BF:FC:AC:A8:EB:B8:48:9D
4236,jjang0u.com,2A:D9:4F:74:F9:2D:26:91:87:AA:25:A5:36:5E:1E:B1:02:7D:D3:F0:1A:6C:32:39:CF:4C:E0:59:F6:61:56:10
4243,mci.ir,78:C3:7C:35:EE:B1:2C:87:78:5A:C7:8B:48:D7:14:3B:9A:6E:2B:E8:BB:AF:D5:D4:B7:D6:C1:16:E0:F5:3F:FA
4273,laiguana.tv,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
4278,imprs.name,A3:AF:B2:25:3D:F5:C6:4E:6F:72:84:81:75:BE:BD:A4:12:22:6E:25:4F:1C:01:F3:1F:2D:4C:F3:9F:47:08:2F
4280,imprs.org,A3:AF:B2:25:3D:F5:C6:4E:6F:72:84:81:75:BE:BD:A4:12:22:6E:25:4F:1C:01:F3:1F:2D:4C:F3:9F:47:08:2F
4296,onpato.ru,09:7A:88:44:08:A2:00:8F:EE:83:6F:D4:F9:B0:E4:86:77:89:77:65:C4:7E:97:B7:A9:85:C6:9A:9B:98:30:4B
4325,athome.co.jp,A7:EC:FF:2A:5D:3F:55:3C:EC:59:77:D1:E0:80:25:EF:8F:B5:15:AE:8C:5D:C9:17:B0:11:91:3C:07:A9:51:8E
4331,buy123.com.tw,8D:72:46:B3:2F:1A:0E:94:7F:80:04:2C:06:A7:9F:47:74:42:42:37:E4:40:07:0E:46:C3:AF:A4:08:01:93:0F
4332,sensacine.com,E4:47:4D:7A:BE:83:62:54:71:5E:9B:43:84:BA:27:83:D1:B0:ED:C4:37:18:FF:29:FE:ED:18:49:9C:94:37:95
4339,funda.nl,C7:7D:37:C0:36:84:18:7D:B8:C7:97:7F:9C:96:51:A1:F7:98:5C:C0:6D:87:27:EE:1F:63:E4:B0:08:23:60:EC
4349,stylebistro.com,8B:D3:4D:93:54:6C:54:75:76:99:80:1D:13:91:EA:43:0E:34:A4:AF:2E:99:FB:B5:AD:74:F3:4F:79:AC:11:0B
4353,plejada.pl,12:A5:58:5F:E7:59:63:FE:65:23:AD:BB:E8:BC:CC:E0:AA:65:D1:1A:FD:CA:FE:33:10:DF:D6:35:88:83:A7:0E
4360,hattrick.org,C2:57:95:78:39:B7:14:7B:76:08:9B:EB:58:99:30:FB:E4:1D:3E:7B:D4:F6:C2:F0:35:F3:FE:82:7D:6B:27:FA
4362,deichmann.com,F3:6B:F5:B2:87:86:34:2B:C0:A6:33:DC:83:E1:E1:BF:C2:50:4D:55:16:95:A0:24:BB:B8:3A:94:D3:AD:D6:D3
4365,heraldcorp.com,55:43:20:C2:BC:14:B9:0C:A4:CD:EF:DB:A9:34:1B:7D:56:E5:E8:89:39:2A:A5:1D:19:5C:B7:AF:77:05:46:55
4393,logsoku.com,A4:B4:8E:35:7F:66:4D:09:13:B8:FD:72:18:41:D6:9C:45:3E:F6:BD:27:EC:C0:11:B1:55:AA:45:CA:C4:A9:31
4468,powerschool.com,6F:6F:18:BC:BF:A0:1E:27:DB:C7:E5:FC:41:41:AF:61:2A:81:8E:93:DA:BE:7E:2E:B6:5E:87:BA:AC:51:88:EB
4475,a-static.com,6F:18:8C:4A:B9:D1:5C:23:E4:A3:4C:AB:47:79:C0:C8:E7:D0:A3:05:BA:C9:88:28:F1:1F:15:74:E0:09:EC:FD
4487,blogosfera.uol.com.br,B1:83:A3:81:B7:B8:BB:20:55:5D:40:6D:26:00:EC:9A:DF:8B:C7:06:C0:AF:94:0C:2C:41:22:BA:4F:FA:5E:96
4489,shueisha.co.jp,28:B2:90:77:B2:A5:59:C9:0D:8E:99:F7:AA:56:6B:3C:ED:A6:C3:4F:44:B2:3C:4A:F2:F6:8F:94:7F:0E:BA:2F
4501,dice.com,BC:33:B2:A9:BB:44:26:38:38:70:F6:10:88:A0:CE:4A:ED:90:96:B2:FE:B9:49:B9:7E:72:92:B3:AA:6D:2A:55
4507,carters.com,66:A0:C8:1A:B3:72:BF:D2:5E:B1:8D:37:59:96:59:F8:C4:51:D3:C6:22:E5:0F:5D:F3:09:2A:91:47:95:D4:31
4511,sofmap.com,B7:65:BD:C0:3F:46:9C:F0:61:1B:04:AD:FA:86:6E:C5:5D:AF:93:FF:5F:EC:19:9D:F5:FF:A0:6F:AF:88:18:2D
4523,7769domain.com,1D:55:3F:14:9A:69:A0:1B:CB:12:E6:AA:77:9C:78:2C:DD:E7:8C:F4:E8:EA:CE:CB:AC:31:16:92:A7:A8:A8:CD
4537,uptodate.com,20:F1:A6:D0:28:B5:4C:F1:7C:48:B2:AD:24:AE:74:83:D3:ED:BE:D8:70:D2:D1:03:DA:68:01:E2:BF:C7:49:80
4540,nsdl.com,DC:60:08:5D:84:14:83:5F:9C:7E:7A:25:8A:6D:11:2B:B5:4B:C9:87:92:E3:4F:B1:20:29:88:4A:34:A6:56:A1
4543,musichostnetwork.com,B9:4E:A1:0A:00:31:16:32:40:79:7E:5D:81:27:8D:3E:71:4B:12:B5:0D:08:C9:6A:19:17:C4:E6:9E:EB:22:7D
4551,accorhotels.com,81:97:86:31:AC:99:54:D0:31:D9:36:1D:88:22:F4:AD:E6:8C:E0:76:BA:A1:4D:E0:83:23:4D:AA:9F:EC:D0:3C
4565,univision.com,33:A5:9B:6A:6C:8F:49:24:63:B1:BF:26:CF:B6:AD:EE:45:94:57:2B:84:DF:F0:0A:4B:37:3C:8E:84:70:02:43
4577,kakprosto.ru,1D:66:52:8A:12:5D:56:87:F6:F2:F0:11:81:F5:13:8A:A6:60:E9:F7:98:43:9D:5C:C7:E3:16:5B:DF:19:F8:D2
4581,muji.net,D2:F1:2E:94:13:38:E5:32:E7:5C:E4:A1:47:96:46:CE:92:6A:ED:F1:F0:CD:44:17:2F:36:2A:DB:0A:2B:71:95
4589,warau.jp,B7:03:23:45:00:F3:82:49:F8:55:01:95:01:57:9F:53:7F:1E:20:F9:F7:4C:FE:14:8D:F6:DD:21:83:E5:D2:E3
4613,easypdfcombine.com,E3:DA:9B:4E:4C:9A:02:55:CA:81:C1:0D:83:A5:42:AC:D3:3C:CE:7A:A6:92:74:C4:EA:84:0B:22:A8:49:F9:D4
4614,namnak.com,6E:25:78:D7:3A:0C:32:34:EE:21:13:C8:34:1D:C7:3F:C1:42:28:B1:F8:90:DE:5D:8D:01:0C:F3:DE:DA:C4:B3
4637,nicoseiga.jp,15:0F:49:82:FF:BA:BC:BF:56:6C:0C:EF:DA:9E:69:6F:9A:20:B4:95:CC:93:12:AF:56:33:F2:90:9C:20:E4:B2
4641,doostiha.ir,57:62:17:99:F5:93:86:B0:51:44:0F:7B:B4:6F:F7:85:36:71:D7:2A:EE:E9:C7:67:CD:F5:1E:33:EC:FB:6D:C0
4649,osxdaily.com,38:E8:70:30:F0:68:90:CB:5A:EC:92:AE:0A:89:92:F9:09:E1:87:AF:20:D3:7E:35:FF:DE:EA:C1:FE:21:00:F8
4651,topshop.com,74:D7:82:F5:A3:AF:5F:D3:4E:36:08:18:D1:8A:EF:F7:F1:58:8D:E3:FD:04:98:F8:08:C7:94:51:4B:0A:E3:75
4670,naszemiasto.pl,95:9A:7C:55:F6:9F:38:23:2E:6F:63:8B:73:B5:AA:E0:AF:F8:43:ED:B0:E0:98:08:C6:EF:29:7E:6E:42:77:0C
4673,bluewin.ch,CB:31:03:92:DF:66:02:0B:52:70:DF:26:0B:8A:58:1D:69:EC:1D:0B:05:37:65:2F:29:FF:21:2F:2B:EC:15:DE
4679,suntimes.com,E5:21:89:F9:14:82:66:E0:11:53:4D:03:92:D8:05:0D:6D:93:17:F0:89:69:9C:10:FB:59:EB:62:27:8A:81:99
4687,p30world.com,FC:42:98:8F:14:AC:EB:AE:96:8B:02:97:6A:6C:E1:1B:C7:EE:1B:15:36:64:9A:88:7D:98:72:C1:E9:B5:7E:49
4721,loxgraph.com,85:99:16:B7:B1:71:A6:E7:46:5A:F4:A4:31:3F:FC:F4:9D:43:0B:96:D1:EC:F9:1D:21:7C:D6:04:49:04:73:3B
4760,yjbys.com,CD:31:0C:CB:13:BF:F7:80:43:48:8C:3C:74:33:64:1B:6F:F7:2C:AD:04:EC:C8:C2:6C:49:9A:EC:D3:E1:1C:EA
4771,wccftech.com,38:E8:70:30:F0:68:90:CB:5A:EC:92:AE:0A:89:92:F9:09:E1:87:AF:20:D3:7E:35:FF:DE:EA:C1:FE:21:00:F8
4772,standardchartered.co.in,6C:0A:E6:AD:CE:27:1A:9B:02:EC:5C:13:FD:6A:A6:82:56:1C:D4:7C:40:7C:BA:8C:EE:30:41:17:11:11:99:26
4775,time.ir,B0:9E:0B:E8:9D:85:DD:B7:C2:AC:8F:E1:BD:17:CB:6D:F4:0D:53:AC:8C:3C:39:A5:F0:DE:F6:2C:23:4F:89:C3
4787,mytatasky.com,DF:16:13:5E:D6:8A:A5:61:31:E0:05:D4:17:36:EC:8A:AE:A0:E6:14:B7:F7:9F:4C:FF:94:3A:42:E4:66:05:CA
4790,bigccq.cn,50:07:83:EA:78:E7:C1:6D:76:FA:3D:40:8E:02:6E:9B:82:B7:EF:9A:C3:57:78:99:AB:24:17:43:83:DE:6C:05
4812,juno.com,8D:B0:13:D7:37:91:7C:BD:15:97:11:68:6D:BA:0F:01:31:EC:FB:B7:1A:F9:95:91:1F:7F:CD:43:F3:10:58:BD
4820,ustraveldocs.com,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
4835,krone.at,B1:D6:DD:AD:37:45:FC:07:D1:68:71:54:4C:26:C1:F3:0D:14:2F:6B:1A:F1:B7:55:36:D5:69:98:F2:13:D2:3E
4838,in.gov,7E:8A:56:76:8B:80:C0:A2:04:73:18:B3:ED:D6:7D:F6:32:74:7E:57:DF:95:3D:DD:DB:72:EC:99:26:28:3E:C0
4855,ghatreh.com,B1:39:F6:6F:9C:70:56:6B:F8:3C:F2:78:52:C1:0B:70:55:CB:2E:6C:A8:98:76:69:66:87:6B:0B:1C:25:09:9C
4872,dailydot.com,D5:80:BD:48:35:84:98:C9:0F:4A:B8:97:E1:F0:A9:86:2A:37:4A:36:8D:C7:5E:C1:C5:59:A9:BB:87:EE:7B:CF
4899,discas.net,A6:A2:6C:15:E0:6A:54:A9:24:C1:00:FE:E8:F5:CC:C6:CE:65:82:3C:98:C4:67:AE:C8:12:2C:05:D0:E8:6E:96
4900,technews.tw,67:08:97:45:B1:E8:DB:18:42:06:02:F1:9D:85:43:EC:27:22:AD:BC:2D:93:DB:06:4D:DA:C1:3B:1A:1E:C2:1F
4906,easports.com,20:55:14:B1:1E:26:F1:F5:A9:89:D8:55:99:F2:78:0A:A6:6E:7C:EA:15:59:C8:76:C8:6D:2E:EA:A3:DE:CF:2F
4917,self.com,CA:5C:57:BE:E6:AB:21:C0:55:DC:DB:E8:AD:25:FE:EF:6D:17:64:A9:2E:2A:AA:AD:B5:D5:5F:B6:67:C3:F8:AC
4941,hotelscombined.com,42:09:0B:77:B6:E8:02:1A:74:7A:3A:7D:54:BD:01:A6:F2:7C:31:79:EA:DB:17:21:39:38:5E:53:97:02:0E:43
4954,gosunoob.com,06:CE:83:C6:09:37:A2:A3:0D:AB:6E:61:DE:06:57:C5:9F:33:30:4B:F9:D0:E8:B1:45:76:C6:BD:84:A7:C7:94
4967,digit.in,4E:04:56:4A:CD:6B:C0:2A:0B:49:E8:26:F5:0B:28:37:D6:40:6A:11:55:46:64:AE:D9:56:C7:FA:FE:93:85:A5
4992,journaldunet.com,5F:83:CC:6C:C5:9C:D2:BC:93:7D:D1:D1:34:5D:12:45:A9:E1:04:D0:9F:54:2B:A9:A4:38:22:FE:56:CF:D3:61
4996,vivanuncios.com.mx,A8:32:AB:11:A1:A6:C3:18:94:FB:F1:39:CB:9C:3D:6B:95:36:42:BF:9C:4F:22:FD:81:89:5D:31:0D:6E:54:B4
5000,flowlz.com,0C:1A:4D:29:1E:BD:27:49:F1:80:A3:CB:27:09:D1:DC:C6:40:18:DC:03:1F:34:14:C4:3C:36:97:22:64:0D:9A
5003,yapikredi.com.tr,45:85:36:E5:28:5D:B2:9D:DB:FC:89:07:B1:C6:02:CE:B1:06:A2:47:FF:FF:34:25:8E:9E:1C:25:48:2A:4B:8E
5012,donmai.us,8A:EC:1F:DB:4F:3E:AD:AE:58:82:5B:DB:83:0B:5F:3D:C7:1D:72:EE:2D:1D:28:37:23:09:BC:AA:7E:34:DE:71
5020,promopro.com,74:7B:18:CF:33:66:24:46:F4:18:4B:34:37:79:3A:C6:6A:2F:67:6B:E3:A2:4A:FF:C4:D3:CE:49:05:8B:F8:E3
5035,varlamov.ru,2C:D4:E5:58:EA:7D:6E:2A:F1:4F:33:30:2A:03:81:A2:F8:F3:B5:E1:2B:3F:CD:0C:31:54:DE:98:CE:BA:59:E3
5060,buyma.com,32:D9:BE:80:15:16:0F:E3:CD:06:B9:BD:9B:91:AA:1F:FE:DF:F2:30:3B:5F:43:49:6D:15:FB:49:02:3C:04:B8
5066,o2tvseries.com,D9:70:8E:67:0F:10:3F:4C:F9:BD:7B:F1:AF:1C:EF:8A:EE:D2:61:44:64:96:76:45:7B:E8:E5:B3:54:C9:2F:7B
5107,fujitsu.com,88:C6:FF:6B:CB:64:49:DB:9B:23:FE:5C:3F:B0:44:C9:3B:EC:D5:44:42:9A:80:A5:01:C4:DC:8A:5D:9E:26:AD
5116,sjtu.edu.cn,59:1A:7F:4D:FE:E0:A1:27:26:B4:F8:38:C5:2F:A8:FF:5A:C0:96:34:EC:F4:A3:FF:0E:08:32:86:B0:B5:71:64
5132,ebc.net.tw,89:CC:62:B3:5B:BB:C9:41:22:7A:E7:3D:95:38:E2:9B:2F:65:51:65:1E:03:AD:F8:1F:36:62:8A:15:8D:10:46
5150,freepik.es,77:02:53:8A:DB:DE:9F:0D:1C:C1:34:32:7A:2B:70:D7:54:BC:9E:AB:4D:BA:30:AD:AA:B5:1C:11:FE:A4:F9:26
5173,smarterpassword.com,E3:DA:9B:4E:4C:9A:02:55:CA:81:C1:0D:83:A5:42:AC:D3:3C:CE:7A:A6:92:74:C4:EA:84:0B:22:A8:49:F9:D4
5178,emgn.com,38:E8:70:30:F0:68:90:CB:5A:EC:92:AE:0A:89:92:F9:09:E1:87:AF:20:D3:7E:35:FF:DE:EA:C1:FE:21:00:F8
5201,hjenglish.com,EB:C9:F5:8D:6D:E3:38:F6:08:1B:DE:C1:0F:9D:40:A2:F3:0B:F8:54:BE:2B:8D:D8:06:BB:7A:6C:FC:6F:CA:DF
5223,banglanews24.com,17:47:08:66:BC:49:9D:F5:11:2A:0C:B1:26:C0:EB:0E:BD:B0:73:E2:64:5A:C3:99:A4:BD:A8:55:46:D1:21:EA
5232,bookdepository.com,73:B5:F5:1B:74:CD:A9:46:F2:EE:09:54:73:F2:46:1F:B5:D3:AA:CC:6A:D3:BB:F7:9A:CC:EF:B0:74:9F:11:B5
5244,svtplay.se,8A:D2:B5:EC:AD:8C:3C:ED:0A:C4:C7:DD:B1:B7:A2:E5:9E:E6:4B:FA:BF:2E:DE:53:34:6B:17:8D:12:A3:11:07
5263,appscase.com,C2:57:95:78:39:B7:14:7B:76:08:9B:EB:58:99:30:FB:E4:1D:3E:7B:D4:F6:C2:F0:35:F3:FE:82:7D:6B:27:FA
5273,khazmofi.ru,09:7A:88:44:08:A2:00:8F:EE:83:6F:D4:F9:B0:E4:86:77:89:77:65:C4:7E:97:B7:A9:85:C6:9A:9B:98:30:4B
5288,prokerala.com,2C:DB:44:3E:C0:FA:70:81:0B:57:A6:84:D5:B4:C6:1D:C2:4B:4A:2E:BB:FC:76:99:9E:9A:EE:9A:2F:87:37:9D
5294,dota2.com,33:BF:9A:05:6A:3A:5D:3D:AA:9A:10:25:56:E5:55:E3:70:49:A8:79:29:6F:D9:11:BD:89:23:15:C6:B2:22:7F
5297,1and1.es,8E:05:95:8F:92:8C:27:47:95:08:CE:71:D9:45:9E:E4:5F:2E:86:A9:43:50:A0:A9:79:AA:B0:C8:80:AC:7D:BD
5304,findtonight.me,54:6D:4A:72:DE:00:5B:E7:B6:7B:6E:4D:35:42:32:24:2A:65:CA:99:E8:95:3F:DD:CB:E9:DC:F5:9E:9F:5B:8B
5321,hsbc.com.mx,2E:BE:29:1B:29:21:5F:42:98:1A:FA:4D:92:0E:81:25:E6:94:30:EE:47:66:0B:1F:63:95:2A:C5:DE:43:0E:53
5327,bershka.com,93:DE:24:4E:1C:9D:57:2E:64:FF:51:D4:FD:E7:5A:CD:7F:9B:3D:30:F7:5A:B3:75:D9:10:7B:25:0C:2D:02:7D
5350,htmlbook.ru,C6:34:90:8C:BC:05:D3:7C:2A:F8:ED:6A:2C:BE:2A:DE:75:94:A8:AF:A4:46:74:0B:1B:98:BB:0A:27:82:71:BF
5353,firestorage.jp,26:56:2E:02:D3:CF:E7:26:F0:AD:97:4E:DF:28:27:94:7C:5C:56:FA:D5:8B:1C:B7:D7:BC:22:6D:79:72:0E:15
5363,lianjia.com,3F:E8:CD:B5:4B:61:99:FF:2B:5D:29:0A:05:9E:0C:18:DB:6D:25:27:E9:3C:67:8B:84:64:65:2D:6E:11:B9:0F
5364,telmex.com,None
5377,sparkasse.at,C1:20:B4:75:1A:7A:5C:28:EA:EF:08:24:89:AB:4D:91:CD:E1:71:E2:04:0A:04:C8:DB:5B:F4:EE:CC:A8:56:74
5379,lacuerda.net,33:AB:38:20:B7:80:DE:FD:E9:B6:EA:4B:0F:D5:F3:5A:52:04:FD:40:65:30:92:09:21:14:69:96:68:A9:B3:AD
5381,komputerswiat.pl,12:A5:58:5F:E7:59:63:FE:65:23:AD:BB:E8:BC:CC:E0:AA:65:D1:1A:FD:CA:FE:33:10:DF:D6:35:88:83:A7:0E
5412,onlinesbh.com,08:E8:77:C3:1D:7E:74:64:99:6F:A6:20:CA:23:E8:CC:38:85:87:EB:82:FC:BE:A8:52:47:C7:79:DF:2F:E4:F8
5426,wdr.de,52:70:21:5A:C1:26:FA:48:DE:83:4D:34:F1:FF:CD:E8:F8:BE:59:CF:FF:CF:6C:C9:0A:9B:63:86:16:F1:FE:FE
5434,cue-monitor.jp,1D:6C:CA:03:3B:EB:75:2E:4B:80:DC:DF:FF:2C:37:E4:72:B0:A8:36:A1:84:A9:AF:9D:C9:96:68:46:06:85:33
5450,trklnks.com,49:7F:35:35:D6:42:EA:E5:0A:73:A7:08:90:BB:90:8A:5F:7C:DF:BA:B1:29:E4:7E:BA:7E:30:C3:37:99:75:7C
5456,gametwist.com,61:78:2B:41:34:9B:3B:8A:CD:AC:2F:91:ED:57:05:81:6B:80:81:D0:FB:B2:CE:42:A9:AB:4F:A1:32:7A:04:7B
5468,thairath.co.th,B0:C7:A5:1D:D8:0E:4D:27:D2:E6:90:26:05:32:21:3F:8F:A1:EF:A2:65:45:A3:A1:2A:C9:64:08:C0:CE:4E:05
5469,jobstreet.co.id,DD:37:FB:57:29:7E:86:0E:34:29:A0:08:EE:CC:77:EE:B7:CD:A0:CC:C8:85:F5:93:D6:6B:7C:FD:A9:D6:88:FE
5478,fixmymacos.com,5D:C9:B1:74:EE:F6:94:FE:78:5F:C3:94:8F:FB:C9:90:3B:AC:7B:5F:72:F1:94:22:B9:33:72:B4:10:4F:E7:44
5482,listentoyoutube.com,FC:D5:84:B0:A6:3D:AB:2E:EA:03:C3:D5:39:BC:D0:45:D3:13:E8:8E:20:90:61:8B:33:E3:1F:C1:E7:E3:51:D9
5483,arabictorrent.net,9D:AF:4D:73:09:04:5D:84:28:B5:91:C5:F1:3A:F0:C1:9F:9E:33:1F:91:CF:01:88:DA:60:AA:F0:3C:E2:E3:0E
5492,midwayusa.com,A4:31:A8:68:A0:CC:3A:07:69:70:44:36:A1:AE:F5:7D:C8:36:5C:C9:98:1B:FD:D4:25:69:9A:72:34:50:A7:2D
5505,crash.net,B0:85:BD:F1:88:00:CC:86:A4:A2:91:13:73:AC:0B:3F:B5:94:81:A9:A4:59:E9:4C:F9:8A:7C:DF:34:3D:28:C7
5508,kidstaff.com.ua,1B:4F:B6:4F:1F:11:E6:CA:26:C6:90:64:AD:93:1D:18:F1:A4:9C:DD:79:B8:0A:E4:5B:CB:FB:E3:EA:BA:FD:75
5519,gamesradar.com,53:C4:C9:5D:F6:20:AE:4C:74:EB:49:9C:28:80:34:0B:17:EA:77:50:D6:C9:49:7B:5A:85:BF:D3:1E:1D:00:34
5528,russianpost.ru,D1:B2:4D:04:7C:A3:C8:37:E2:53:0F:8E:DD:F4:0B:28:AC:17:CF:97:7A:4E:80:CC:40:75:67:22:92:4C:33:5F
5538,dn.se,FE:FA:D4:1C:3D:12:88:A7:1A:65:80:A2:4F:2B:40:80:5D:82:7A:F1:00:F6:56:22:4E:52:67:EE:17:76:CC:F9
5561,iguang.tw,03:9B:E0:D7:19:5A:8E:99:81:C7:A9:78:ED:D1:81:7C:17:63:FC:8E:68:21:BA:71:08:53:8D:79:81:BA:C0:EA
5563,companieshouse.gov.uk,A3:FB:4E:64:EE:4D:0B:CC:08:6B:53:E2:2E:0C:EA:8F:DC:0B:D6:CB:2D:F5:AD:84:79:D2:97:F6:86:2C:A5:28
5581,nbg.gr,EB:6D:CA:A7:60:3A:AB:F5:79:6B:35:35:3C:34:7C:1E:57:B7:16:33:7E:A4:63:65:4C:E6:14:05:C0:0F:75:29
5583,very.co.uk,15:76:32:26:63:E7:71:B3:48:73:D5:33:33:52:99:E5:FB:B3:1F:B2:7E:B8:B2:CE:75:7A:3F:1F:CA:54:6C:1A
5587,mathtag.com,E4:ED:5B:83:D7:C5:FC:60:28:06:2A:91:7D:DD:25:60:48:F7:98:92:EE:71:E1:E4:DE:6F:7A:96:BF:94:51:0F
5612,allin1convert.com,E3:DA:9B:4E:4C:9A:02:55:CA:81:C1:0D:83:A5:42:AC:D3:3C:CE:7A:A6:92:74:C4:EA:84:0B:22:A8:49:F9:D4
